"","item_id","category","price","sellable_online","other_colors","depth","height","width"
"399",89278481,"Beds",4790,TRUE,"Yes",164,104,277
"400",69281804,"Cabinets & cupboards",915,TRUE,"Yes",30,202,120
"401",30284846,"TV & media furniture",25,TRUE,"No",NA,NA,NA
"402",9305836,"Wardrobes",3875,TRUE,"No",66,236,200
"403",69221339,"Tables & desks",1975,TRUE,"No",NA,NA,NA
"404",60261626,"Tables & desks",80,TRUE,"No",NA,NA,NA
"405",30357003,"TV & media furniture",45,TRUE,"No",38,NA,NA
"406",60400745,"Chairs",475,TRUE,"No",40,NA,40
"407",19252168,"Tables & desks",499,TRUE,"No",NA,72,75
"408",59265965,"Cabinets & cupboards",4770,TRUE,"Yes",47,212,243
"409",30381593,"Bookcases & shelving units",345,TRUE,"No",30,83,80
"410",29291391,"TV & media furniture",1838,TRUE,"No",42,131,300
"411",9251961,"Sofas & armchairs",2025,TRUE,"No",94,90,164
"412",29188822,"Beds",1145,TRUE,"Yes",NA,NA,104
"413",89161565,"Tables & desks",4295,TRUE,"No",NA,75,78
"414",9289370,"Sofas & armchairs",2125,TRUE,"Yes",84,NA,149
"415",90404054,"Sofas & armchairs",245,TRUE,"Yes",NA,NA,NA
"416",79254683,"Sofas & armchairs",4585,TRUE,"Yes",98,104,322
"417",79275119,"Sideboards, buffets & console tables",1395,TRUE,"Yes",37,134,121
"418",39019701,"Beds",445,TRUE,"Yes",NA,NA,147
"419",59197981,"Bookcases & shelving units",770,TRUE,"Yes",42,48,120
"420",90402352,"Chairs",375,TRUE,"No",53,90,50
"421",29252549,"Chairs",645,TRUE,"Yes",67,NA,67
"422",49031774,"Chairs",1995,TRUE,"Yes",89,78,89
"423",102065,"Beds",495,TRUE,"No",NA,NA,NA
"424",40423106,"Tables & desks",595,TRUE,"No",NA,75,78
"425",49000701,"Tables & desks",265,TRUE,"Yes",NA,74,75
"426",99184439,"Bookcases & shelving units",2070,TRUE,"No",35,176,193
"427",69297230,"Tables & desks",1976,TRUE,"No",NA,NA,74
"428",411092,"Outdoor furniture",39,TRUE,"No",44,NA,44
"429",29285521,"Sofas & armchairs",2945,TRUE,"Yes",98,83,160
"430",70451635,"Children's furniture",45,TRUE,"No",NA,NA,39
"431",90353747,"Tables & desks",550,TRUE,"Yes",NA,NA,75
"432",89287433,"Bookcases & shelving units",505,TRUE,"Yes",30,237,40
"433",80226137,"Tables & desks",95,TRUE,"No",NA,NA,48
"434",90340769,"Tables & desks",995,TRUE,"No",NA,75,90
"435",60289324,"Sofas & armchairs",100,TRUE,"No",NA,18,NA
"436",9324284,"Beds",3339,TRUE,"No",40,43,140
"437",40344500,"Sofas & armchairs",5436,TRUE,"Yes",112,72,228
"438",59252637,"Chairs",395,TRUE,"Yes",50,50,90
"439",50323597,"TV & media furniture",35,TRUE,"No",NA,NA,NA
"440",10273090,"Cabinets & cupboards",12,TRUE,"No",25,NA,NA
"441",20390574,"TV & media furniture",45,TRUE,"No",4,10,4
"442",50236487,"Bookcases & shelving units",6,TRUE,"Yes",NA,NA,2
"443",50341025,"Chairs",125,TRUE,"No",55,81,49
"444",49128969,"Children's furniture",425,TRUE,"Yes",58,NA,128
"445",50293604,"TV & media furniture",15,TRUE,"No",NA,10,NA
"446",79286820,"Tables & desks",1039,TRUE,"Yes",45,101,41
"447",20340824,"Tables & desks",795,FALSE,"No",NA,75,70
"448",50312424,"Outdoor furniture",107.4,TRUE,"No",68,93,54
"449",70347516,"Bookcases & shelving units",35,TRUE,"Yes",30,NA,17
"450",99304795,"Tables & desks",1475,TRUE,"No",NA,NA,80
"451",39280698,"Chairs",197,TRUE,"No",NA,72,75
"452",9329390,"Cabinets & cupboards",777,TRUE,"Yes",35,70,175
"453",60441562,"TV & media furniture",60,TRUE,"No",NA,26,60
"454",9301664,"Cabinets & cupboards",2980,TRUE,"Yes",42,230,240
"455",60295532,"Cabinets & cupboards",30,TRUE,"No",36,NA,56
"456",89325374,"Wardrobes",624,TRUE,"No",42,40,240
"457",29061210,"Tables & desks",3249,TRUE,"No",NA,NA,80
"458",60341015,"Chairs",225,TRUE,"No",51,95,43
"459",70439573,"Wardrobes",445,TRUE,"No",48,123,80
"460",40211595,"Bookcases & shelving units",695,TRUE,"Yes",40,80,160
"461",380948,"Chairs",595,TRUE,"No",58,97,51
"462",60303481,"Cabinets & cupboards",1516,TRUE,"No",48,141,103
"463",20399777,"Trolleys",99,TRUE,"No",NA,83,30
"464",10356127,"Tables & desks",30,TRUE,"No",NA,NA,48
"465",69289008,"Chairs",2350,TRUE,"Yes",84,79,94
"466",59184441,"Bookcases & shelving units",2605,TRUE,"No",35,176,297
"467",99211621,"Beds",2085,TRUE,"Yes",NA,83,87
"468",29279186,"Cabinets & cupboards",700,TRUE,"No",35,70,120
"469",89285467,"Bookcases & shelving units",321,TRUE,"No",41,85,127
"470",89305173,"Tables & desks",2535,TRUE,"No",NA,NA,95
"471",19285588,"Beds",3355,TRUE,"Yes",98,83,190
"472",295530,"Cabinets & cupboards",25,TRUE,"No",16,NA,56
"473",30323598,"Bookcases & shelving units",49,TRUE,"No",NA,NA,NA
"474",79150751,"Sofas & armchairs",2995,TRUE,"Yes",151,96,230
"475",10338421,"Bookcases & shelving units",27,TRUE,"Yes",28,NA,20
"476",70394471,"Bookcases & shelving units",65,TRUE,"No",NA,32,76
"477",49252398,"Chairs",595,TRUE,"No",68,NA,68
"478",20260718,"Tables & desks",200,TRUE,"No",27,10,120
"479",59297674,"Bookcases & shelving units",915,TRUE,"No",51,173,198
"480",19203781,"Wardrobes",1588,TRUE,"No",57,241,160
"481",19219008,"Wardrobes",4270,TRUE,"No",NA,236,270
"482",60327774,"TV & media furniture",1895,TRUE,"No",48,59,160
"483",40339004,"Tables & desks",595,TRUE,"Yes",NA,102,74
"484",39275116,"Cabinets & cupboards",1395,TRUE,"Yes",37,134,121
"485",39047148,"Tables & desks",445,TRUE,"No",NA,NA,65
"486",40208531,"Outdoor furniture",745,TRUE,"No",NA,72,78
"487",39297255,"Chairs",1085,TRUE,"No",NA,NA,74
"488",20045205,"Tables & desks",145,TRUE,"No",NA,87,53
"489",69304754,"Bookcases & shelving units",1745,TRUE,"No",30,179,259
"490",19046442,"Cabinets & cupboards",4335,TRUE,"No",38,214,276
"491",69298772,"Sofas & armchairs",2610,TRUE,"Yes",98,83,241
"492",79241940,"Café furniture",1385,TRUE,"No",NA,104,74
"493",29297232,"Tables & desks",1636,TRUE,"No",NA,NA,74
"494",30135658,"Chairs",445,TRUE,"Yes",52,100,50
"495",29221256,"Tables & desks",579,TRUE,"No",NA,72,75
"496",39041660,"Beds",849,TRUE,"No",NA,80,NA
"497",59278557,"Sofas & armchairs",6110,TRUE,"Yes",98,104,235
"498",70348785,"Bookcases & shelving units",29,TRUE,"Yes",24,NA,NA
"499",59326469,"Wardrobes",785,TRUE,"No",42,221,80
"500",40416587,"Chairs",35,TRUE,"No",36,NA,36
